,temp_max,temp_min
7,30.997740609305247,17.65555735996791
8,30.686485835484095,17.497969763619558
9,29.866844722202845,16.916084017072404
10,29.07686996459961,16.737915311540878
11,28.597227913992747,17.1504704611642
12,28.663117817470006,17.603553227015905
13,29.38724000113351,18.20495659964425
14,30.25509480067662,18.988985879080637
15,30.524368013654435,19.197917665754044
16,31.045041220528738,19.72921507699149
17,31.855145590645925,19.96801703316825
18,32.63649313790457,19.8348331451416
19,33.63735171726772,19.472842352730886
20,34.19520705086844,19.496013641357422
21,34.563864844185964,19.62755857195173
22,35.329331806727815,19.769808632986887
23,36.216888427734375,19.805354799543107
24,36.545261928013396,19.878644670758927
25,36.679825919015066,20.111676352364675
26,36.3393565586635,20.20362309047154
27,35.74079949515207,19.830847603934153
28,35.44662257603237,19.24083491734096
29,35.43364715576172,19.0560245513916
30,35.25484575544085,18.807576043265207
31,35.45404652186802,18.797435215541295
32,35.86263002668108,18.81687981741769
33,36.27533612932478,19.17699650355748
34,36.68413489205496,19.77418872288295
35,36.825574602399556,20.17519978114537
36,36.82430485316685,20.12578501020159
37,36.36887795584543,19.80148778642927
38,35.71290479387556,19.540978022984095
39,35.07454899379185,19.42891720363072
40,34.80719484601702,19.325346537998744
41,34.94092069353376,19.201481137956893
42,35.327460697719026,19.306013924734934
43,35.66097041538784,19.715609414236887
44,36.04010227748326,20.434229714529856
45,36.71717888968332,21.261410576956614
46,37.383022853306365,21.881238392421178
47,37.87691606794085,22.328126634870255
48,38.08222361973354,22.474121366228378
49,37.95240456717355,22.390908105032786
50,37.6354866027832,22.10821669442313
51,38.02227892194475,22.15864372253418
52,38.34297507149832,22.12924521309989
53,38.2486822945731,21.719573702130997
54,37.71668951851981,21.460967200142996
55,37.131924220493865,21.47523852757045
56,36.973788670131135,21.60311153956822
57,37.04300744192941,21.959046500069753
58,37.11851555960519,21.839364460536412
59,37.10286440168108,21.69775472368513
60,37.4382574898856,22.122488021850586
61,37.83248683384487,22.449203491210938
62,38.28646796090262,22.640877314976283
63,38.87096514020647,22.744869777134486
64,39.50732094900949,22.474252155848912
65,39.30281393868582,22.12166486467634
66,38.735186440604075,21.562725612095424
67,38.330736432756694,21.096129826137
68,38.46518652779715,20.743915557861328
69,38.64115360804966,20.42630876813616
70,38.177462986537385,20.27838924952916
71,37.547686440604075,20.690455845424108
72,37.15318407331194,21.419591631208146
73,37.19476154872349,21.922715868268693
74,37.10477229527065,21.92795126778739
75,36.6118174961635,22.006775992257253
76,36.273607526506694,21.880367824009486
77,36.71824754987444,22.089123589651926
78,37.09677832467215,21.64461762564523
79,37.83162471226284,21.27518653869629
80,38.598505292619976,21.352800096784318
81,39.17120633806501,21.667976924351283
82,39.68608856201172,21.834008625575475
83,40.067457471575054,22.30926295689174
84,40.11085074288504,22.300885336739675
85,40.10359682355608,22.650475910731725
86,40.160801478794646,23.272994995117188
87,40.19327981131418,23.582709176199778
88,40.17940194266183,23.760341916765487
89,40.5748781476702,24.135042190551758
90,40.94503729684012,24.054658344813756
91,41.38301304408482,23.974286488124303
92,41.782746996198384,23.986507688249862
93,41.907287052699495,23.61012131827218
94,42.08936636788504,23.377791540963308
95,42.5051258632115,23.089606148856028
96,42.64924621582031,22.47165788922991
97,42.671006883893696,22.626962661743164
98,42.381929125104634,22.75357464381627
99,42.23486001150949,22.579524176461355
100,42.320784432547434,22.735983984810964
101,42.25110789707729,23.191477911812918
102,41.99358313424246,23.741158894130162
103,41.712825775146484,24.507720402308873
104,41.626792907714844,24.983226231166295
105,41.87729971749442,25.61069897242955
106,41.94081824166434,26.13829776218959
107,41.32169778006418,26.034957068307058
108,40.69138717651367,25.611848286220006
109,40.463853563581196,25.580881118774414
110,40.33724430629185,25.01425688607352
111,40.0170647757394,24.44666372026716
112,39.48868451799665,23.996237891060964
113,39.03862544468471,23.762374332972936
114,39.38052095685686,23.77125004359654
115,39.64614759172712,24.104375294276647
116,39.486728123256135,23.86558668954032
117,39.40482548304966,24.1877989087786
118,39.71936307634626,24.871482304164342
119,40.04481724330357,25.340168816702707
120,40.38847896030971,25.84656551906041
121,40.23122950962612,26.205543518066406
122,40.16791588919504,26.065777369907924
123,40.4449097769601,26.222654342651367
124,40.4261589050293,26.184837341308594
125,40.04332297188895,25.498243604387557
126,39.81255286080496,25.0315979548863
127,39.61096354893276,24.47133990696498
128,39.67848532540457,24.277710233415878
129,39.69621385846819,24.367680413382395
130,39.71741213117327,24.562985011509486
131,39.7583383832659,24.737288066319056
132,39.99933297293527,25.277495792933873
133,40.33821160452707,25.951151984078543
134,40.71942901611328,26.485497883387975
135,40.90915025983538,26.723803656441824
136,40.72720064435686,26.569738115583146
137,40.59164810180664,26.3180604662214
138,40.88517052786691,26.04117121015276
139,41.007960728236604,25.439057213919504
140,41.102167401994976,24.6284978049142
141,41.34014674595424,24.331518990652903
142,41.44486127580915,24.066173553466797
143,41.6742924281529,24.151248114449636
144,41.80614416939871,24.247265134538925
145,41.745286669049946,24.32645116533552
146,41.96352331978934,24.35089683532715
147,42.034912109375,24.673163277762278
148,42.380659920828684,24.652986526489258
149,42.6866204398019,24.46932656424386
150,43.01330239432199,24.417480196271622
151,43.15845925467355,23.871450424194336
152,42.80368913922991,23.597005571637833
153,42.00428989955357,23.27039963858468
154,41.157014574323384,22.58434840611049
155,40.09371893746512,21.686320986066544
156,39.14818845476423,21.321711676461355
157,38.53460475376674,21.05512264796666
158,37.726729256766184,21.400197982788086
159,36.81175558907645,21.644547053745814
160,35.97734260559082,22.179139273507253
161,35.400431224278044,22.602959496634348
162,34.91508184160505,23.412589481898717
163,34.827475139072966,24.151960372924805
164,34.67154502868652,24.803757531302317
165,34.31646973746164,24.83605248587472
166,34.215101787022185,24.59925515311105
167,34.45111519949777,24.510691234043666
168,34.61308343069894,24.691033499581472
169,34.28760855538504,24.497237341744558
170,33.30701882498605,24.18531063624791
171,32.12584468296596,23.41019085475377
172,31.650812694004603,23.323899132864817
173,32.093505586896626,23.65609850202288
174,32.59552737644741,23.942541122436523
175,32.757345744541716,23.96958405630929
176,32.92533738272531,24.1857784816197
177,33.449912207467214,24.557713644845144
178,34.181806564331055,25.307456970214844
179,34.716748918805806,25.66346005031041
180,34.76948547363281,25.595230102539062
181,34.884650639125276,25.860346385410853
182,35.21156855991909,26.36523519243513
183,35.87321145193918,26.688221795218332
184,36.1083859034947,26.1971378326416
185,36.13212149483817,25.79756682259696
186,36.30439322335379,25.66953441074916
187,36.16328975132534,25.93136760166713
188,35.75023433140346,25.421700613839285
189,35.43371854509626,24.656525475638254
190,35.19668306623186,24.21477426801409
191,35.57278823852539,24.590845925467356
192,36.30859048025949,24.968691962105886
193,36.82426507132394,25.31377683367048
194,37.30773108346121,25.29033442905971
195,37.80176108224051,25.213234220232284
196,37.7208742414202,25.093520845685685
197,37.14696230207171,24.82216671534947
198,36.808716365269255,24.39479718889509
199,36.27388054983957,24.05004392351423
200,35.5598133632115,23.684662137712753
201,34.98262405395508,23.229533876691544
202,34.26889092581613,23.132312774658203
203,33.951602935791016,23.29109219142369
204,33.76935795375279,23.62173570905413
205,33.34590148925781,24.048308781215123
206,32.84691292898996,24.32273510524205
207,32.290588651384624,24.721513748168945
208,32.04274014064244,25.47831835065569
209,32.62721334184919,25.924240112304688
210,33.25392232622419,26.128842217581614
211,33.90609768458775,26.135096413748606
212,34.27067102704729,25.75426455906459
213,34.46616118294852,25.45572635105678
214,34.76777376447405,25.304005759102957
215,34.83927481515067,24.88524055480957
216,34.3993889944894,24.781278610229492
217,34.121432713099885,24.999553407941544
218,34.08220618111746,25.471887860979354
219,34.17608152117048,26.015426090785436
220,34.625237056187224,26.197395052228654
221,35.807489667619976,26.438399178641184
222,36.83782141549246,26.47095435006278
223,37.218335832868306,26.336163929530553
224,37.191981179373606,26.083811896187918
225,36.81894520350865,25.895827429635183
226,36.5179557800293,26.025840759277344
227,36.10527311052595,26.16086142403739
228,35.473511832101,25.842396599905832
229,35.21332713535854,25.702348436628068
230,35.12432861328125,25.7333186013358
231,35.027372632707866,25.896599088396346
232,35.048645564488005,25.31434495108468
233,35.42499378749302,24.89022936139788
234,35.681525639125276,24.83096422467913
235,35.487252371651785,25.058656420026505
236,35.13885825020926,25.324031284877233
237,34.993962969098774,25.420061928885325
238,34.85699462890625,25.26587894984654
239,34.64278629847935,25.588721684047155
240,34.29235349382673,25.974962506975448
241,34.038330078125,25.891430173601425
242,33.55817549569266,25.775487899780273
243,33.01007298060826,25.35586656842913
244,32.564248493739534,24.99431664603097
245,32.94161415100098,24.885836465018137
246,33.588936124529155,24.80412564958845
247,33.994344166346956,24.57991627284459
248,34.220459256853374,24.84901101248605
249,34.64216123308454,24.92909894670759
250,35.43150847298758,25.29793902805873
251,36.18513488769531,25.43314634050642
252,36.01465824672154,25.44229534694127
253,35.769004821777344,25.816299165998185
254,35.20817184448242,25.78512954711914
255,34.607760838099885,25.437887736729213
256,34.392351967947825,25.089039666312082
257,34.143100193568635,24.779605048043386
258,34.11929048810686,24.701186316353933
259,34.46985299246652,24.438689368111746
260,34.85352488926479,23.79844066074916
261,35.68804768153599,23.408654349190847
262,36.70599692208426,23.147570201328822
263,37.14798028128488,22.966918672834122
264,37.07116481236049,22.814055034092494
265,36.73170634678432,22.99224771772112
266,36.12835093906948,22.986738749912806
267,35.75746536254883,23.202310017177037
268,35.33267266409738,23.16980525425502
269,35.182038988385884,23.32491656712123
270,35.60619299752371,23.13770021711077
271,36.02357700892857,22.90151677812849
272,36.052150181361604,22.434504645211355
273,36.19130161830357,22.63959721156529
274,36.160064697265625,22.460637501307897
275,36.10806056431362,22.330377306256974
276,36.18593978881836,22.167389460972377
277,36.46042687552316,22.49910409109933
278,36.83006068638393,22.580176217215403
279,37.50141525268555,22.688252312796457
280,37.79360144478934,22.4844240461077
281,37.90363802228655,22.7842652457101
282,38.03524725777762,23.416309356689453
283,37.47330365862165,23.453610556466238
284,36.15267699105399,22.83681379045759
285,35.20275960649763,22.649106434413365
286,34.49358885628836,22.749565396990096
287,34.09515898568289,23.210778372628347
288,33.935044697352815,23.54738344464983
289,33.957505634852815,23.445420946393693
290,34.38424818856375,24.048254830496653
291,34.92825044904436,25.155395780290878
292,35.014322008405415,25.89354133605957
293,35.02183369227818,26.008219037737167
294,35.60607256208147,25.92868777683803
295,36.25012479509626,25.784287316458567
296,36.858610425676616,25.609500612531388
297,37.70967973981585,25.236041477748326
298,38.744886670793804,24.904272896902903
299,39.249942779541016,24.96859850202288
300,39.164573669433594,25.39891597202846
301,38.69579478672573,25.63910620553153
302,38.15263475690569,25.840293884277344
303,37.360365186418804,26.318437848772323
304,35.93082318987165,26.083439418247767
305,34.96614619663784,25.994370324271067
306,35.03653771536691,25.763636452811106
307,35.44665745326451,25.6019104548863
308,35.53069141932896,25.22399411882673
309,35.00390842982701,24.637847627912247
310,34.49014009748186,24.028900963919504
311,34.478431701660156,23.89691652570452
312,34.146918705531526,23.609433037894114
313,33.54919215611049,23.581532887050084
314,33.29962975638254,23.490522929600306
315,33.269868578229634,23.464574813842773
316,33.92264447893415,23.66928209577288
317,34.83126449584961,23.447174889700754
318,35.35978371756418,23.312754222324916
319,35.55910437447684,23.079458236694336
320,35.62428229195731,22.69516944885254
321,35.623474666050505,22.52841513497489
322,35.88095474243164,22.26005254473005
323,35.99603489467076,21.770762579781668
324,35.82873807634626,21.36797305515834
325,35.97988782610212,20.80815233503069
326,36.090664454868865,20.492815835135325
327,36.082158769880024,20.285916464669363
328,36.024754660470144,20.09626579284668
329,35.79175622122629,20.233595166887557
330,35.44250215802874,20.52273450578962
331,35.499626704624724,20.885222843715123
332,35.47186497279576,21.349620001656668
333,35.60789108276367,21.569448471069336
334,35.84306335449219,21.511605671473912
335,36.05106571742466,20.96255384172712
336,36.06353160313198,20.59491539001465
337,35.623269762311665,20.25957679748535
338,35.24756131853376,19.99915340968541
339,35.021624428885325,19.839011328560964
340,34.776035853794646,19.890038081577845
341,34.4723151070731,19.997252873012
342,34.02333995274135,20.32718985421317
343,33.75236456734793,20.468915121895925
344,34.119745526994976,20.67689541407994
345,33.90875244140625,20.67293385096959
346,33.48729705810547,20.76611191885812
347,32.79796845572336,20.293744223458425
348,32.22847638811384,20.208339963640487
349,31.867076328822545,19.99721963065011
350,31.32819993155343,19.635424205235072
351,30.638051169259207,19.132739748273575
352,30.657042367117747,18.69572557721819
353,30.754161834716797,18.47897093636649
354,31.20859500340053,18.59078870500837
355,31.435237612043107,18.619197300502233
356,31.510238102504186,18.60898072378976
357,31.90316036769322,18.565894263131277
358,32.264844349452424,18.54781368800572
359,32.01762798854283,18.830545697893417
360,31.893125534057617,18.756264005388534
361,31.72822598048619,18.550977434430802
362,31.973567417689733,18.585906709943497
363,32.05091449192592,18.443980080740793
364,32.282600675310405,18.285730361938477
