District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
Rangareddy,Abdullapurmet,2019-11-27,0.0,17.0,29.1,48.6,96.2,0.0,9.6
Rangareddy,Ibrahimpatnam,2019-11-27,0.0,14.9,29.2,48.5,98.7,0.0,8.0
Rangareddy,Manchal,2019-11-27,0.0,16.0,29.8,52.9,91.9,0.0,14.6
Rangareddy,Yacharam,2019-11-27,0.0,16.8,27.4,49.9,97.0,0.0,16.6
Rangareddy,Madgul,2019-11-27,0.0,19.7,31.2,38.9,100.0,0.3,13.5
Rangareddy,Amangal,2019-11-27,0.0,17.2,28.6,46.8,98.5,0.0,8.5
Rangareddy,Talakondapalle,2019-11-27,0.0,14.5,29.7,48.5,100.0,0.0,7.7
Rangareddy,Keshampeta,2019-11-27,0.0,14.3,28.8,46.1,94.7,0.0,14.5
Rangareddy,Kadthal,2019-11-27,0.0,16.9,28.1,45.8,98.7,0.0,15.7
Rangareddy,Kandukur,2019-11-27,0.0,14.0,28.1,45.0,91.4,0.0,18.5
Rangareddy,Maheshwaram,2019-11-27,0.0,16.4,28.4,47.7,91.8,0.0,12.6
Rangareddy,Shamshabad,2019-11-27,0.0,16.6,29.5,49.2,97.6,0.0,13.1
Rangareddy,Moinabad,2019-11-27,0.0,16.0,28.9,45.9,98.2,0.0,11.4
Rangareddy,Chevella,2019-11-27,0.0,17.0,30.3,46.3,100.0,0.0,18.5
Rangareddy,Shabad,2019-11-27,0.0,13.7,28.9,41.3,97.5,0.0,10.2
Rangareddy,Kothur,2019-11-27,0.0,15.8,30.8,49.1,87.1,0.0,14.1
Rangareddy,Nandigam,2019-11-27,0.0,15.8,30.2,47.4,99.9,0.0,13.5
Rangareddy,Farooqnagar,2019-11-27,0.0,16.1,31.0,41.9,100.0,0.0,16.1
Rangareddy,Kondurg,2019-11-27,0.0,16.1,31.0,56.2,93.4,0.0,6.0
Rangareddy,Chowdergudem,2019-11-27,0.0,17.2,32.8,34.8,91.7,0.0,6.0
Vikarabad,Marpalle,2019-11-27,0.0,16.6,33.3,47.2,99.9,0.0,0.4
Vikarabad,Mominpet,2019-11-27,0.0,14.3,28.9,48.3,98.6,0.0,10.0
Vikarabad,Nawabpet,2019-11-27,0.0,14.6,28.8,44.4,96.0,0.0,12.9
Vikarabad,Vikarabad,2019-11-27,0.0,15.1,29.4,43.5,96.9,0.0,15.3
Vikarabad,Pudur,2019-11-27,0.0,15.7,28.8,43.7,98.3,0.0,7.9
Vikarabad,Pargi,2019-11-27,0.0,16.5,29.0,43.6,96.6,0.0,13.1
Vikarabad,Kulkacharla,2019-11-27,0.0,15.8,30.4,39.3,93.4,0.0,7.2
Vikarabad,Doma,2019-11-27,0.0,14.0,31.3,40.5,98.4,0.0,8.3
Vikarabad,Bomraspeta,2019-11-27,0.0,17.1,31.6,41.6,99.5,0.0,11.1
Vikarabad,Dharur,2019-11-27,0.0,14.4,30.1,49.3,94.8,0.0,7.4
Vikarabad,Kotepally,2019-11-27,0.0,12.4,29.1,42.9,98.9,0.0,8.0
Vikarabad,Bantwaram,2019-11-27,0.0,15.0,29.5,37.2,90.4,0.0,12.7
Vikarabad,Peddemul,2019-11-27,0.0,15.8,29.8,45.6,97.9,0.0,7.7
Vikarabad,Tandur,2019-11-27,0.0,15.2,30.7,44.7,99.9,-1.0,-1.0
Vikarabad,Basheerabad,2019-11-27,0.0,16.1,30.0,40.1,95.6,0.0,11.2
Vikarabad,Yelal,2019-11-27,0.0,14.8,31.7,40.6,97.4,-1.0,-1.0
Vikarabad,Kodangal,2019-11-27,0.0,13.8,30.1,42.9,99.8,0.0,11.1
Vikarabad,Doulatabad,2019-11-27,0.0,15.1,29.6,37.9,100.0,0.0,12.8
Mahabubnagar,Chinna_Chintha_Kunta,2019-11-27,0.0,20.6,30.9,41.9,82.5,0.1,13.2
Mahabubnagar,Koilkonda,2019-11-27,0.0,17.3,30.2,38.1,99.9,0.0,11.1
Mahabubnagar,Gandeed,2019-11-27,0.0,15.7,30.8,41.1,98.8,0.0,9.7
Mahabubnagar,Hanwada,2019-11-27,0.0,16.2,29.8,41.3,99.9,0.0,10.2
Mahabubnagar,Mahabubnagar_Rural,2019-11-27,0.0,17.6,31.0,42.6,87.5,0.0,13.3
Mahabubnagar,Devarkadara,2019-11-27,0.0,18.4,30.2,43.4,87.9,0.0,7.7
Mahabubnagar,Addakal,2019-11-27,0.0,19.1,31.0,43.5,95.4,0.0,10.5
Mahabubnagar,Musapet,2019-11-27,0.0,16.0,30.9,44.1,92.6,0.0,1.8
Mahabubnagar,Bhoothpur,2019-11-27,0.0,16.1,29.9,46.1,89.4,0.0,11.0
Mahabubnagar,Mahabubnagar_Urban,2019-11-27,0.0,18.1,30.8,38.6,91.7,0.0,11.0
Mahabubnagar,Nawabpet,2019-11-27,0.0,17.9,31.9,37.7,99.9,0.0,11.2
Mahabubnagar,Balanagar,2019-11-27,0.0,14.4,31.1,36.9,99.1,0.0,9.0
Mahabubnagar,Rajapur,2019-11-27,0.0,14.2,28.6,40.2,94.6,0.0,9.5
Mahabubnagar,Jadcherla,2019-11-27,0.0,15.8,29.0,46.8,91.0,0.0,12.1
Mahabubnagar,Midjil,2019-11-27,0.0,14.7,29.1,44.0,97.9,0.0,15.2
Jogulamba-Gadwal,Kaloor_Timmanadoddi,2019-11-27,0.0,19.2,29.2,73.3,83.3,0.0,12.8
Jogulamba-Gadwal,Dharur,2019-11-27,0.0,19.0,29.4,55.9,97.4,0.0,14.2
Jogulamba-Gadwal,Gadwal,2019-11-27,0.0,18.5,31.0,48.5,94.3,0.0,1.9
Jogulamba-Gadwal,Itikyal,2019-11-27,0.0,21.2,31.2,60.6,99.1,1.5,14.5
Jogulamba-Gadwal,Maldakal,2019-11-27,0.0,18.6,29.3,52.6,97.5,0.0,14.6
Jogulamba-Gadwal,Ghattu,2019-11-27,0.0,19.4,28.7,48.6,87.5,0.0,13.8
Jogulamba-Gadwal,Aiza,2019-11-27,0.0,19.1,29.6,55.6,90.8,0.1,14.5
Jogulamba-Gadwal,Rajoli,2019-11-27,0.0,19.0,29.9,49.2,82.9,0.0,3.8
Jogulamba-Gadwal,Waddepalle,2019-11-27,0.0,19.0,30.7,48.9,83.5,1.5,10.9
Jogulamba-Gadwal,Manopad,2019-11-27,0.0,18.8,29.2,47.3,89.3,3.0,17.9
Jogulamba-Gadwal,Undavelli,2019-11-27,0.0,19.2,30.2,58.8,95.9,0.0,15.1
Jogulamba-Gadwal,Alampur,2019-11-27,0.0,19.6,30.4,62.9,83.7,0.0,10.5
Wanaparthy,Amarchinta,2019-11-27,0.0,18.7,30.9,47.7,94.0,0.2,2.5
Wanaparthy,Madanapur,2019-11-27,0.0,20.7,30.9,48.5,87.5,0.0,3.6
Wanaparthy,Peddamandadi,2019-11-27,0.0,17.9,31.0,46.3,99.5,0.0,7.9
Wanaparthy,Ghanpur,2019-11-27,0.0,17.6,30.1,54.4,100.0,0.0,11.1
Wanaparthy,Gopalpeta,2019-11-27,0.0,18.3,30.7,49.2,99.9,0.0,9.2
Wanaparthy,Revelly,2019-11-27,0.0,17.5,29.0,48.1,94.8,0.0,12.9
Wanaparthy,Pangal,2019-11-27,0.0,18.0,30.3,49.0,96.8,0.4,8.3
Wanaparthy,Wanaparthy,2019-11-27,0.0,17.7,32.5,47.7,99.1,0.0,4.7
Wanaparthy,Kothakota,2019-11-27,0.0,20.6,33.8,47.3,95.2,0.0,3.6
Wanaparthy,Atmakur,2019-11-27,0.0,19.9,31.2,54.1,100.0,0.0,0.1
Wanaparthy,Pebbair,2019-11-27,0.0,21.2,35.2,47.1,96.6,0.2,6.9
Wanaparthy,Srirangapur,2019-11-27,0.0,16.2,29.7,47.1,95.1,0.0,1.5
Wanaparthy,Veepangandla,2019-11-27,0.0,19.2,32.0,50.4,97.0,0.1,4.6
Wanaparthy,Chinnambavi,2019-11-27,0.0,19.7,30.2,49.7,93.0,0.3,11.6
Nagarkurnool,Thimmajipeta,2019-11-27,0.0,15.8,28.4,51.1,95.5,0.0,12.1
Nagarkurnool,Bijinapalle,2019-11-27,0.0,17.4,30.9,45.6,93.7,0.0,7.2
Nagarkurnool,Nagar_Kurnool,2019-11-27,0.0,17.7,29.4,49.1,95.1,0.0,12.5
Nagarkurnool,Tadoor,2019-11-27,0.0,14.8,28.6,48.1,96.2,0.0,7.9
Nagarkurnool,Urkonda,2019-11-27,0.0,16.1,28.6,46.1,100.0,0.0,7.5
Nagarkurnool,Veldanda,2019-11-27,0.0,18.9,29.7,53.5,97.3,0.0,15.6
Nagarkurnool,Charakonda,2019-11-27,0.0,18.2,33.1,55.0,99.9,0.0,11.1
Nagarkurnool,Vangoor,2019-11-27,0.0,19.9,32.3,48.3,99.9,0.0,13.4
Nagarkurnool,Kalwakurthy,2019-11-27,0.0,16.0,28.6,47.2,96.6,0.0,13.3
Nagarkurnool,Telkapalle,2019-11-27,0.0,16.0,29.4,48.6,95.5,0.0,6.8
Nagarkurnool,Uppunuthala,2019-11-27,0.0,17.4,29.7,54.6,97.9,0.0,9.2
Nagarkurnool,Achampet,2019-11-27,0.0,16.7,29.6,53.8,99.5,0.0,10.8
Nagarkurnool,Amrabad,2019-11-27,0.0,16.6,28.7,68.9,95.0,1.3,12.3
Nagarkurnool,Padra,2019-11-27,0.0,16.9,26.9,67.6,100.0,2.5,15.3
Nagarkurnool,Balmoor,2019-11-27,0.0,15.4,29.4,46.5,95.7,0.0,10.8
Nagarkurnool,Lingal,2019-11-27,0.0,15.4,30.1,51.7,97.4,0.0,10.8
Nagarkurnool,Peddakothapalle,2019-11-27,0.0,17.4,30.3,43.1,96.9,0.0,13.9
Nagarkurnool,Kodair,2019-11-27,0.0,18.1,33.1,43.7,99.9,0.0,13.5
Nagarkurnool,Kollapur,2019-11-27,0.0,17.6,31.9,43.3,97.9,0.0,10.2
Nagarkurnool,Pentlavelli,2019-11-27,0.0,19.7,29.7,50.2,94.5,0.0,9.7
Nalgonda,Chityala,2019-11-27,0.0,20.4,30.1,51.9,96.2,0.0,12.1
Nalgonda,Narketpalle,2019-11-27,0.0,18.1,30.7,48.0,96.0,0.0,11.0
Nalgonda,Kattangoor,2019-11-27,0.0,17.0,29.8,43.7,98.2,0.0,13.1
Nalgonda,Saligouraram,2019-11-27,0.0,17.6,31.2,46.7,100.0,0.0,10.1
Nalgonda,Nakrekal,2019-11-27,0.0,17.5,30.8,44.3,96.9,0.0,1.3
Nalgonda,Kethepalle,2019-11-27,0.0,18.1,30.9,41.7,99.9,0.0,0.3
Nalgonda,Thipparthi,2019-11-27,0.0,17.9,30.8,48.1,91.7,0.0,0.8
Nalgonda,Nalgonda,2019-11-27,0.0,17.2,30.7,46.8,96.5,0.0,11.7
Nalgonda,Kangal,2019-11-27,0.0,18.6,33.3,57.0,99.9,0.0,6.9
Nalgonda,Munugode,2019-11-27,0.0,15.5,31.2,45.2,100.0,0.0,4.5
Nalgonda,Chandur,2019-11-27,0.0,16.6,30.4,47.5,100.0,0.0,6.7
Nalgonda,Marriguda,2019-11-27,0.0,16.3,30.9,45.7,98.0,0.0,12.5
Nalgonda,Chinthapalle,2019-11-27,0.0,16.0,29.9,46.0,94.5,0.6,13.3
Nalgonda,Nampalle,2019-11-27,0.0,18.0,30.9,53.8,93.7,0.0,12.5
Nalgonda,Gurrampode,2019-11-27,0.0,17.1,32.1,56.4,98.3,0.0,2.1
Nalgonda,Anumula_Haliya,2019-11-27,0.0,18.9,31.2,61.6,96.0,0.0,2.0
Nalgonda,Nidamanur,2019-11-27,0.0,19.2,31.4,59.7,98.9,0.0,9.0
Nalgonda,Thripuraram,2019-11-27,0.0,18.1,30.8,50.7,96.5,0.0,5.3
Nalgonda,Madugulapally,2019-11-27,0.0,19.1,32.1,52.5,97.6,0.0,1.5
Nalgonda,Vemulapalle,2019-11-27,0.0,18.2,30.9,60.8,100.0,0.0,1.5
Nalgonda,Miryalaguda,2019-11-27,0.0,18.8,31.3,66.2,100.0,0.0,1.5
Nalgonda,Damaracherla,2019-11-27,0.0,18.2,31.4,69.5,99.7,0.0,6.9
Nalgonda,Adavi Devula Palli,2019-11-27,0.0,18.4,30.6,71.3,99.6,0.0,12.7
Nalgonda,Tirumalagiri_Sagar,2019-11-27,0.0,19.1,29.8,70.9,100.0,0.0,19.0
Nalgonda,Peddavura,2019-11-27,0.0,19.1,30.1,60.3,94.0,0.0,9.7
Nalgonda,Pedda_Adiserlapalle,2019-11-27,0.0,18.1,30.1,53.8,93.0,0.0,4.8
Nalgonda,Neredugommu,2019-11-27,0.0,18.4,29.7,47.1,95.5,0.0,0.7
Nalgonda,Kondamallapally,2019-11-27,0.0,21.0,31.8,46.8,87.8,0.0,10.0
Nalgonda,Devarakonda,2019-11-27,0.0,17.3,30.1,47.8,96.3,0.0,21.7
Nalgonda,Gundlapalle,2019-11-27,0.0,18.1,29.7,47.9,92.0,0.0,12.8
Nalgonda,Chandampet,2019-11-27,0.0,17.5,29.6,56.4,93.5,3.1,13.1
Suryapet,Nagaram,2019-11-27,0.0,19.4,32.8,48.3,97.6,0.0,11.1
Suryapet,Thirumalagiri,2019-11-27,0.0,17.0,32.8,44.0,82.7,0.0,10.5
Suryapet,Thungathurthi,2019-11-27,0.0,17.0,32.9,65.3,92.2,0.0,7.4
Suryapet,Maddirala,2019-11-27,0.0,18.9,31.9,57.8,94.1,0.0,0.0
Suryapet,Noothankal,2019-11-27,0.0,18.1,30.7,67.3,93.3,0.0,3.3
Suryapet,Jajireddigudem,2019-11-27,0.0,17.0,32.7,47.4,99.9,0.0,8.8
Suryapet,Suryapet,2019-11-27,0.0,18.0,30.6,44.1,98.8,0.0,13.7
Suryapet,Atmakur_S,2019-11-27,0.0,18.1,30.7,48.9,95.8,0.0,2.4
Suryapet,Mothey,2019-11-27,0.0,17.4,31.9,49.1,99.1,0.0,5.8
Suryapet,Chivvemla,2019-11-27,0.0,17.6,30.1,52.4,98.8,0.0,15.3
Suryapet,Penpahad,2019-11-27,0.0,17.5,29.9,51.7,95.6,0.0,10.3
Suryapet,Munagala,2019-11-27,0.0,17.7,33.7,53.0,96.7,0.0,8.7
Suryapet,Nadigudem,2019-11-27,0.0,18.5,31.0,50.8,95.1,0.0,8.7
Suryapet,Ananthagiri,2019-11-27,0.0,19.3,31.4,49.4,100.0,0.0,2.9
Suryapet,Kodad,2019-11-27,0.0,21.8,32.2,70.4,99.9,-1.0,-1.0
Suryapet,Chilkur,2019-11-27,0.0,20.3,30.4,59.5,98.2,0.0,5.9
Suryapet,Garidepalle,2019-11-27,0.0,18.5,31.3,46.6,95.3,0.0,9.2
Suryapet,Neredcherla,2019-11-27,0.0,19.1,30.6,60.5,91.2,0.0,19.0
Suryapet,Palakeedu,2019-11-27,0.0,19.3,30.5,55.2,95.6,0.0,6.2
Suryapet,Mattampalle,2019-11-27,0.0,19.4,30.5,54.9,96.5,0.0,14.4
Suryapet,Huzur Nagar,2019-11-27,0.0,20.7,32.6,50.7,99.9,0.0,5.9
Suryapet,Mellachervu,2019-11-27,0.0,19.9,30.1,58.2,99.9,0.0,8.2
Suryapet,Chinthala Palem,2019-11-27,0.0,20.7,31.0,60.3,99.9,-1.0,-1.0
Khammam,Singareni,2019-11-27,0.0,18.0,33.6,55.1,96.8,0.0,1.7
Khammam,Kamepalle,2019-11-27,0.0,17.4,31.4,45.8,92.3,0.0,2.0
Khammam,Raghunadhapalem,2019-11-27,0.0,17.2,30.5,55.7,97.9,0.0,1.1
Khammam,Khammam_Rural,2019-11-27,0.0,20.9,32.6,55.5,97.5,0.0,1.0
Khammam,Thirumalayapalem,2019-11-27,0.0,17.2,30.7,49.7,98.8,0.3,12.9
Khammam,Kusumanchi,2019-11-27,0.0,17.9,33.3,51.2,98.2,0.0,13.0
Khammam,Nelakondapalle,2019-11-27,0.0,18.6,31.5,45.4,100.0,0.0,2.9
Khammam,Mudigonda,2019-11-27,0.0,20.5,32.5,49.1,98.7,0.0,8.7
Khammam,Chinthakani,2019-11-27,0.0,17.8,32.2,44.2,93.7,0.0,14.9
Khammam,Khammam_Urban,2019-11-27,0.0,20.2,32.6,52.4,97.6,0.0,1.0
Khammam,Konijerla,2019-11-27,0.0,17.9,31.2,53.5,96.8,0.0,11.4
Khammam,Enkuru,2019-11-27,0.0,17.5,32.9,50.1,92.3,0.0,7.5
Khammam,Kalluru,2019-11-27,0.0,18.2,33.7,48.7,94.1,0.0,0.1
Khammam,Penuballi,2019-11-27,0.0,17.8,33.8,46.6,94.1,0.0,13.7
Khammam,Sathupalle,2019-11-27,0.0,17.9,32.1,47.9,98.8,0.0,7.7
Khammam,Vemsoor,2019-11-27,0.0,17.6,32.3,45.7,90.9,0.0,7.7
Khammam,Thallada,2019-11-27,0.0,18.2,31.1,51.6,97.9,0.0,10.0
Khammam,Wyra,2019-11-27,0.0,18.2,30.5,54.9,95.4,0.0,9.3
Khammam,Bonakal,2019-11-27,0.0,19.5,32.3,44.7,97.8,0.0,6.8
Khammam,Madhira,2019-11-27,0.0,18.1,30.8,50.0,99.9,0.0,11.9
Khammam,Yerrupalem,2019-11-27,0.0,17.8,31.9,59.5,98.0,0.0,9.6
Mulug,Venkatapur,2019-11-27,0.0,18.0,29.7,60.0,100.0,0.0,5.5
Mulug,Mulug,2019-11-27,0.0,17.5,32.9,55.5,100.0,0.0,6.0
Mulug,Govindaraopet,2019-11-27,0.0,17.5,30.3,59.5,98.8,0.0,1.1
Mulug,Tadvai,2019-11-27,0.0,17.3,31.9,65.2,99.4,0.0,0.9
Mulug,Eturunagaram,2019-11-27,0.0,20.1,32.8,64.4,99.9,0.0,4.7
Mulug,Kannaigudem,2019-11-27,0.0,19.3,29.9,61.8,90.9,0.0,6.7
Mulug,Wazeed,2019-11-27,0.0,19.3,31.5,56.4,94.5,1.3,6.1
Mulug,Venkatapuram,2019-11-27,0.0,18.8,31.4,56.5,99.4,0.0,8.6
Mulug,Mangapet,2019-11-27,0.0,17.6,31.6,54.2,99.8,0.0,5.9
Narayanpet,Damaragidda,2019-11-27,0.0,16.2,29.6,45.4,97.3,0.0,14.5
Narayanpet,Narayanpet,2019-11-27,0.0,19.3,31.0,38.9,88.7,0.0,11.7
Narayanpet,Utkoor,2019-11-27,0.0,19.5,31.4,43.0,90.8,0.0,8.3
Narayanpet,Maganoor,2019-11-27,0.0,19.0,31.5,40.7,99.0,1.7,10.7
Narayanpet,Krishna,2019-11-27,0.0,19.1,30.6,43.4,85.2,1.7,11.6
Narayanpet,Makthal,2019-11-27,0.0,18.9,30.4,43.5,99.0,3.3,14.9
Narayanpet,Narva,2019-11-27,0.0,17.8,31.8,39.1,99.8,0.1,4.5
Narayanpet,Marikal,2019-11-27,0.0,19.8,30.8,33.7,80.1,0.0,7.0
Narayanpet,Dhanwada,2019-11-27,0.0,19.5,30.7,39.0,85.2,0.0,7.4
Narayanpet,Maddur,2019-11-27,0.0,16.7,30.7,37.7,92.6,0.0,11.7
Narayanpet,Kosgi,2019-11-27,0.0,17.5,31.6,39.4,97.8,0.0,12.4
Adilabad,Bheempoor,2019-11-28,0.0,13.9,31.2,49.8,97.5,0.0,1.4
Adilabad,Jainad,2019-11-28,0.0,14.4,30.3,50.8,99.2,0.0,4.6
Adilabad,Bela,2019-11-28,0.0,15.3,30.2,62.0,86.9,0.0,9.3
Adilabad,Gadiguda,2019-11-28,0.0,16.8,29.7,61.3,99.9,0.0,5.1
Adilabad,Narnoor,2019-11-28,0.0,17.5,29.5,50.4,87.4,0.0,2.0
Adilabad,Inderavelly,2019-11-28,0.0,17.3,32.2,53.0,99.9,0.0,7.1
Adilabad,Gudihathnur,2019-11-28,0.0,16.4,31.0,45.8,89.2,0.0,6.4
Adilabad,Adilabad Rural,2019-11-28,0.0,16.8,30.1,54.6,97.3,0.0,4.9
Adilabad,Adilabad Urban,2019-11-28,0.0,14.8,30.4,49.6,99.2,0.0,4.2
Adilabad,Mavala,2019-11-28,0.0,15.0,29.9,36.6,100.0,0.0,6.6
Adilabad,Tamsi,2019-11-28,0.0,13.9,30.3,50.8,98.3,0.0,6.5
Adilabad,Talamadugu,2019-11-28,0.0,15.3,30.5,47.5,95.5,0.0,11.2
Adilabad,Bazarhathnoor,2019-11-28,0.0,13.1,29.2,46.7,99.7,0.1,8.0
Adilabad,Boath,2019-11-28,0.0,14.2,30.0,46.6,92.4,0.2,14.6
Adilabad,Neradigonda,2019-11-28,0.0,16.2,30.4,45.4,99.9,0.0,7.8
Adilabad,Ichoda,2019-11-28,0.0,15.1,30.7,50.5,95.3,0.0,1.5
Adilabad,Sirikonda,2019-11-28,0.0,15.6,29.7,53.4,95.9,0.0,1.5
Adilabad,Utnur,2019-11-28,0.0,14.6,30.1,43.6,99.2,0.0,1.5
Komaram Bheem-Asifabad,Jainoor,2019-11-28,0.0,16.9,28.4,48.4,94.9,0.0,2.4
Komaram Bheem-Asifabad,Sirpur_U,2019-11-28,0.0,13.3,28.6,52.5,94.1,0.0,1.8
Komaram Bheem-Asifabad,Lingapur,2019-11-28,0.0,16.9,28.4,47.6,86.9,0.0,6.8
Komaram Bheem-Asifabad,Tiryani,2019-11-28,0.0,15.4,30.8,61.8,99.8,0.0,3.8
Komaram Bheem-Asifabad,Rebbana,2019-11-28,0.0,16.8,31.8,49.6,95.1,0.0,7.0
Komaram Bheem-Asifabad,Asifabad,2019-11-28,0.0,16.6,30.7,56.2,97.6,0.0,6.9
Komaram Bheem-Asifabad,Kerameri,2019-11-28,0.0,17.0,33.0,53.7,94.8,0.0,3.7
Komaram Bheem-Asifabad,Wankdi,2019-11-28,0.0,17.8,32.6,47.4,98.2,0.0,6.8
Komaram Bheem-Asifabad,Kagaznagar,2019-11-28,0.0,17.2,31.9,50.1,94.8,0.0,4.9
Komaram Bheem-Asifabad,Sirpur_T,2019-11-28,0.0,17.7,31.9,58.1,94.1,0.0,8.6
Komaram Bheem-Asifabad,Kouthala,2019-11-28,0.0,18.2,31.3,77.5,99.9,0.0,4.5
Komaram Bheem-Asifabad,Chintalamanepally,2019-11-28,0.0,17.4,30.2,54.6,93.9,0.0,3.3
Komaram Bheem-Asifabad,Bejjur,2019-11-28,0.0,17.7,30.6,55.2,97.6,0.0,2.1
Komaram Bheem-Asifabad,Penchikalpet,2019-11-28,0.0,18.9,31.2,56.5,93.6,0.0,3.0
Komaram Bheem-Asifabad,Dahegaon,2019-11-28,0.0,19.0,32.8,54.6,89.5,0.0,6.1
Mancherial,Jannaram,2019-11-28,0.0,15.8,32.0,52.9,92.7,0.0,1.4
Mancherial,Dandepalle,2019-11-28,0.0,16.6,32.4,47.4,96.2,0.0,6.0
Mancherial,Luxettipet,2019-11-28,0.0,17.1,31.1,51.7,98.5,0.0,11.1
Mancherial,Hajipur,2019-11-28,0.0,17.5,31.8,52.2,100.0,0.0,7.5
Mancherial,Kasipet,2019-11-28,0.0,17.4,31.2,53.5,95.4,0.0,1.7
Mancherial,Tandur,2019-11-28,0.0,17.3,30.1,52.7,100.0,0.0,4.2
Mancherial,Bheemini,2019-11-28,0.0,18.1,30.6,56.0,98.1,0.0,8.4
Mancherial,Kannepalli,2019-11-28,0.0,18.1,30.9,57.0,98.1,0.0,4.8
Mancherial,Vemanpalle,2019-11-28,0.0,17.2,30.5,54.7,90.9,0.0,8.3
Mancherial,Nennal,2019-11-28,0.0,18.1,30.2,52.4,98.1,0.0,2.2
Mancherial,Bellampalle,2019-11-28,0.0,17.8,30.3,55.6,98.7,0.0,1.4
Mancherial,Mandamarri,2019-11-28,0.0,17.8,31.3,55.9,97.8,0.0,0.9
Mancherial,Mancherial,2019-11-28,0.0,17.6,30.7,58.5,99.6,0.0,0.5
Mancherial,Naspur,2019-11-28,0.0,19.8,33.0,63.4,99.9,0.0,5.3
Mancherial,Jaipur,2019-11-28,0.0,18.1,30.8,56.0,94.0,0.0,3.3
Mancherial,Bhimaram,2019-11-28,0.0,18.2,31.0,55.5,100.0,0.0,1.5
Mancherial,Chennur,2019-11-28,0.0,18.6,31.3,53.9,99.6,0.0,1.5
Mancherial,Kotapalle,2019-11-28,0.0,18.1,31.1,64.2,96.0,0.0,12.1
Nirmal,Kubeer,2019-11-28,0.0,14.6,29.9,51.5,96.0,0.0,3.9
Nirmal,Tanur,2019-11-28,0.0,17.9,29.5,51.1,95.9,0.0,0.3
Nirmal,Basar,2019-11-28,0.0,17.8,29.7,52.6,97.9,0.0,8.4
Nirmal,Mudhole,2019-11-28,0.0,18.0,29.8,53.0,98.0,0.0,10.7
Nirmal,Bhainsa,2019-11-28,0.0,16.6,29.4,47.7,92.1,0.0,2.0
Nirmal,Kuntala,2019-11-28,0.0,16.6,29.3,47.7,92.1,0.0,8.4
Nirmal,Narsapur_G,2019-11-28,0.0,15.4,30.2,56.1,88.7,0.0,1.2
Nirmal,Lokeswaram,2019-11-28,0.0,17.5,29.5,52.4,99.7,0.0,10.5
Nirmal,Dilawarpur,2019-11-28,0.0,15.5,30.1,53.6,87.7,0.0,0.5
Nirmal,Sarangapur,2019-11-28,0.0,15.2,30.3,56.0,96.9,0.0,4.9
Nirmal,Nirmal,2019-11-28,0.0,16.6,30.1,51.3,100.0,0.0,9.3
Nirmal,Nirmal_Rural,2019-11-28,0.0,16.5,31.1,48.5,97.4,0.0,5.2
Nirmal,Soan,2019-11-28,0.0,16.3,33.6,43.4,99.9,0.0,0.5
Nirmal,Laxmanchanda,2019-11-28,0.0,18.4,31.7,49.1,97.0,0.0,2.8
Nirmal,Mamda,2019-11-28,0.0,16.8,31.1,46.7,89.2,0.0,5.2
Nirmal,Pembi,2019-11-28,0.0,16.2,31.1,45.5,100.0,0.0,4.8
Nirmal,Khanpur,2019-11-28,0.0,16.0,31.2,53.2,98.6,0.0,4.0
Nirmal,Kaddampeddur,2019-11-28,0.0,16.2,31.2,47.2,99.2,0.0,6.7
Nirmal,Dastuarabad,2019-11-28,0.0,16.4,31.0,52.7,92.7,0.0,7.0
Nizamabad,Navipet,2019-11-28,0.0,16.8,30.2,51.9,100.0,0.0,8.4
Nizamabad,Nandipet,2019-11-28,0.0,17.2,29.5,61.8,99.8,0.0,7.3
Nizamabad,Armur,2019-11-28,0.0,17.0,29.4,49.5,99.4,0.0,12.9
Nizamabad,Balkonda,2019-11-28,0.0,17.5,28.4,60.7,84.0,0.0,1.6
Nizamabad,Mupkal,2019-11-28,0.0,17.3,30.5,52.6,92.8,0.0,0.5
Nizamabad,Mendora,2019-11-28,0.0,17.0,29.9,52.9,96.2,0.0,1.9
Nizamabad,Yergatla,2019-11-28,0.0,17.2,32.0,42.5,100.0,0.0,3.3
Nizamabad,Kammarpalle,2019-11-28,0.0,17.6,29.5,50.4,97.7,0.0,1.3
Nizamabad,Mortad,2019-11-28,0.0,16.4,30.2,44.4,100.0,0.0,0.4
Nizamabad,Vailpur,2019-11-28,0.0,17.2,30.5,49.9,97.7,0.0,1.1
Nizamabad,Jakranpalle,2019-11-28,0.0,17.1,29.9,51.7,98.3,0.0,5.4
Nizamabad,Makloor,2019-11-28,0.0,16.8,32.5,46.1,97.0,0.0,9.5
Nizamabad,Nizamabad_North,2019-11-28,0.0,17.9,31.9,49.4,97.2,-1.0,-1.0
Nizamabad,Yeda_Palle,2019-11-28,0.0,17.6,30.9,40.5,100.0,0.0,7.1
Nizamabad,Ranjal,2019-11-28,0.0,17.3,31.6,47.0,99.2,0.0,6.1
Nizamabad,Bodhan,2019-11-28,0.0,17.0,30.9,43.2,93.2,0.0,7.1
Nizamabad,Kotgiri,2019-11-28,0.0,16.8,29.5,39.4,89.3,0.0,0.5
Nizamabad,Rudrur,2019-11-28,0.0,17.3,30.5,40.7,93.7,0.0,1.3
